DAUID,Population,Population Density per Square Kilometre,Land Area in Square Kilometre
59210275,909,61.1,14.87
59210276,614,194.6,3.16
59210277,345,1428,0.24
59210278,411,158.5,2.59
59210279,462,192.7,2.4
59210280,654,153,4.27
59210281,551,503.6,1.09
59210282,771,140.7,5.48
59210283,245,347.4,0.71
59210284,531,368.2,1.44
59210285,667,31.5,21.14
59210286,481,870.4,0.55
59210287,512,310.8,1.65
59210288,510,436.1,1.17
59210289,609,609.1,1
59210290,507,703.4,0.72
59210291,0,0,0.08
59210292,425,1100.2,0.39
59210293,473,1636.7,0.29
59210294,470,2478.9,0.19
59210295,724,4026.7,0.18
59210296,482,1517.2,0.32
59210297,708,2816.2,0.25
59210298,435,2552.8,0.17
59210299,814,1584.9,0.51
59210300,1286,2086,0.62
59210301,632,2438.3,0.26
59210302,418,2884.7,0.14
59210303,436,1332.5,0.33
59210304,865,1798.7,0.48
59210305,311,1929.3,0.16
59210306,389,2426.7,0.16
59210307,356,1288.9,0.28
59210308,495,1838.1,0.27
59210309,535,1710.9,0.31
59210310,519,1278,0.41
59210311,1727,808.6,2.14
59210312,434,614.8,0.71
59210313,382,1466.4,0.26
59210314,556,752.3,0.74
59210315,591,1306.1,0.45
59210316,1311,822.1,1.59
59210317,797,1311.7,0.61
59210318,404,1905.7,0.21
59210319,393,1933.1,0.2
59210320,405,1845.9,0.22
59210321,442,1873.7,0.24
59210322,401,1937.2,0.21
59210323,413,1216.5,0.34
59210324,324,1353.9,0.24
59210325,477,2815.8,0.17
59210326,486,2594.8,0.19
59210327,493,3358.3,0.15
59210328,917,4951.4,0.19
59210329,360,2891.6,0.12
59210330,582,1002.8,0.58
59210331,891,1061.5,0.84
59210332,448,413,1.08
59210333,253,1808.4,0.14
59210334,556,2342,0.24
59210335,368,3501.4,0.11
59210336,376,2214.4,0.17
59210337,1984,1268.7,1.56
59210338,393,2066.2,0.19
59210339,440,910.6,0.48
59210340,616,555.2,1.11
59210341,351,2527,0.14
59210342,945,1909.9,0.49
59210343,446,2228.9,0.2
59210344,628,2388.7,0.26
59210345,451,2679.7,0.17
59210346,270,1774,0.15
59210347,365,2129.5,0.17
59210348,587,1701.4,0.35
59210349,474,2888.5,0.16
59210350,386,1808,0.21
59210351,794,3050.3,0.26
59210352,374,1336.2,0.28
59210353,507,2709.8,0.19
59210354,538,2202.2,0.24
59210355,1598,2057.7,0.78
59210356,488,2029.1,0.24
59210357,2440,705.5,3.46
59210358,2466,1833,1.35
59210359,505,1069.9,0.47
59210360,1040,2690.8,0.39
59210361,462,1975.2,0.23
59210362,602,1292.7,0.47
59210363,392,1554.3,0.25
59210364,634,1423.4,0.45
59210365,507,1537.8,0.33
59210366,766,1259.9,0.61
59210367,647,733.3,0.88
59210368,787,951.1,0.83
59210369,934,2435.5,0.38
59210370,1087,2315.2,0.47
59210371,472,4283.1,0.11
59210372,427,3149,0.14
59210373,444,2453,0.18
59210374,447,2577.9,0.17
59210375,1788,1027.3,1.74
59210376,1270,73.1,17.38
59210377,630,110.7,5.69
59210378,436,337.6,1.29
59210379,498,1468.6,0.34
59210380,839,280.9,2.99
59210381,737,1779.3,0.41
59210382,558,3436,0.16
59210383,579,845.5,0.68
59210384,552,615.9,0.9
59210385,363,859,0.42
59210386,606,3010.4,0.2
59210387,431,2074.1,0.21
59210388,443,2926,0.15
59210389,2150,1317.2,1.63
59210390,386,2132.6,0.18
59210391,487,3331.1,0.15
59210392,457,2229.3,0.21
59210393,520,1840.1,0.28
59210394,381,2124.9,0.18
59210395,818,3589.3,0.23
59210396,581,2735.4,0.21
59210397,695,6721.5,0.1
59210398,515,4795.2,0.11
59210399,577,1809.9,0.32
59210400,657,172.1,3.82
59210401,523,2572.6,0.2
59210402,633,2679.9,0.24
59210403,1035,1183.5,0.87
59210404,813,2023.4,0.4
59210405,922,2074.7,0.44
59210406,567,3833.7,0.15
59210407,551,3653.8,0.15
59210408,441,2242,0.2
59210409,554,2675,0.21
59210410,488,2772.7,0.18
59210411,408,2408.5,0.17
59210412,470,2126.7,0.22
59210413,380,4222.2,0.09
59210414,413,2678.3,0.15
59210415,581,2892,0.2
59210416,575,2642.5,0.22
59210417,571,803.9,0.71
59210418,386,1911.8,0.2
59210419,591,2511.7,0.24
59210420,540,2263.2,0.24
59210421,519,1958.5,0.27
59210422,447,2538.3,0.18
59210423,545,1888.4,0.29
59210424,429,2769.5,0.15
59210425,677,3325.1,0.2
59210426,472,2356.5,0.2
59210427,489,698.3,0.7
59210428,712,4000,0.18
59210429,611,2585.7,0.24
59210430,1047,2715.2,0.39
59210431,582,1558.7,0.37
59210432,1977,1393,1.42
59210433,778,958.2,0.81
59210434,537,624.4,0.86
59210435,488,36.5,13.37
59210438,504,99.8,5.05
59210439,581,464.9,1.25
59210440,481,200.3,2.4
59210441,37,68.4,0.54
59210442,500,173.6,2.88
59210443,522,91.9,5.68
59210444,487,691,0.7
59210445,703,1275.6,0.55
59210446,1135,647.1,1.75
59210447,1668,1694.6,0.98
59210448,905,26.8,33.82
59210449,593,148.9,3.98
59210450,539,0.5,1040.8
59210451,809,21.8,37.1
59210452,788,17,46.23
59210453,438,437.7,1
59210454,1701,18.5,91.82
59210455,818,4,202.88
59210456,493,105,4.69
59210457,522,349.8,1.49
59210458,502,38.4,13.09
59210459,584,82,7.12
59210460,537,116.8,4.6
59210461,552,1099.8,0.5
59210462,403,1228.3,0.33
59210463,830,90.6,9.16
59210464,470,243.5,1.93
59210465,675,60.9,11.09
59210466,595,39.4,15.1
59210467,488,93.4,5.22
59210468,603,51.8,11.63
59210469,510,162.6,3.14
59210470,680,103.9,6.54
59210471,949,179.2,5.3
59210472,873,3554.6,0.25
59210473,1293,3471.1,0.37
59210474,622,918.4,0.68
59210475,999,574.9,1.74
59210476,816,829.4,0.98
59210478,294,1296.3,0.23
59210479,1005,1731.9,0.58
59210480,286,163.3,1.75
59210481,746,1121.1,0.67
59210484,1098,152.5,7.2
59210485,571,1413,0.4
5923,33521,5.1,6577.08
59230076,,,1.55
59230079,0,0,0.1
59230080,321,474.8,0.68
59230081,153,212.4,0.72
59230083,27,62.5,0.43
59230084,760,423,1.8
59230086,,,0.17
59230087,832,407.4,2.04
59230088,26,188,0.14
59230089,661,194.7,3.39
59230090,1023,199.8,5.12
59230091,883,194.2,4.55
59230092,508,1165.9,0.44
59230093,675,450.5,1.5
59230094,375,1,376.08
59230095,875,195.4,4.48
59230096,593,0.6,1018.33
59230097,15,12.8,1.17
59230098,439,112,3.92
59230099,409,218.7,1.87
59230100,416,152.5,2.73
59230101,650,216.6,3
59230102,613,763.1,0.8
59230103,150,368,0.41
59230104,623,654.9,0.95
59230105,520,1457.4,0.36
59230106,434,1973.6,0.22
59230107,499,1222.4,0.41
59230108,471,1784.8,0.26
59230109,503,1253.1,0.4
59230110,530,1269.5,0.42
59230111,475,976.6,0.49
59230112,468,197.1,2.37
59230113,552,387.6,1.42
59230114,438,92.6,4.73
59230115,575,3.3,175.17
59230116,496,116.6,4.25
59230117,555,439.5,1.26
59230118,566,851.8,0.66
59230119,478,990.5,0.48
59230120,535,3986.6,0.13
59230121,525,3374,0.16
59230122,497,2237.7,0.22
59230123,494,2714.3,0.18
59230124,400,1463.1,0.27
59230125,423,1096.4,0.39
59230126,528,2197.3,0.24
59230127,1038,903.4,1.15
59230128,508,2400.8,0.21
59230129,500,1999.2,0.25
59230130,502,2121.7,0.24
59230131,521,2111.9,0.25
59230132,490,1790.9,0.27
59230133,444,2119.3,0.21
59230134,474,340.5,1.39
59230135,0,0,0.55
59230136,563,1221,0.46
59230137,510,2081.6,0.25
59230138,463,1846.8,0.25
59230139,492,397.5,1.24
59230140,504,1960.3,0.26
59230141,557,211.2,2.64
59230142,596,148.6,4.01
59230143,585,285.6,2.05
59230144,439,1836.1,0.24
59230146,10,4.4,2.3
59230148,0,0,6.69
59230149,0,0,0.07
59230150,104,112.1,0.93
59230151,531,5.8,92.22
59230152,480,53.5,8.97
59230154,875,0.3,3199.27
59230155,90,936.5,0.1
59230156,256,0.2,1619.77
5924,48150,2.6,18243.66
59240195,205,112,1.83
59240196,0,0,0.81
59240197,29,234.6,0.12
59240198,0,0,0.38
59240199,0,0,0.07
59240200,393,74.7,5.26
59240201,0,0,0.24
59240202,0,0,0.55
59240203,91,393.8,0.23
59240204,126,81.4,1.55
59240205,333,233,1.43
59240206,492,657.8,0.75
59240207,421,48.2,8.74
59240208,0,0,0.18
59240209,377,0.5,779.79
59240210,454,0.4,1235.95
59240211,334,75.2,4.44
59240212,546,2.4,225.53
59240213,377,18,20.92
59240214,473,743.6,0.64
59240215,424,308.1,1.38
59240216,555,401.8,1.38
59240217,447,640.6,0.7
59240218,517,833.9,0.62
59240219,299,439.6,0.68
59240220,739,641.9,1.15
59240221,769,469.6,1.64
59240222,697,579.5,1.2
59240223,312,221.8,1.41
59240225,1690,39.4,42.89
59240226,214,275.5,0.78
59240227,508,1639.2,0.31
59240228,510,2279.8,0.22
59240229,553,2603.6,0.21
59240230,943,2447.4,0.39
59240231,532,1755.2,0.3
59240232,476,1450.8,0.33
59240233,627,1507.2,0.42
59240234,537,2005.2,0.27
59240235,389,2395.3,0.16
59240236,284,2877.4,0.1
59240237,805,807.3,1
59240238,1715,256.3,6.69
59240239,461,3205.8,0.14
59240240,566,2907,0.19
59240241,686,2178.5,0.31
59240242,450,2185.5,0.21
59240243,491,2090.3,0.23
59240244,489,4168.8,0.12
59240245,647,2252,0.29
59240246,397,1244.5,0.32
59240247,411,2046.8,0.2
59240248,536,1892.7,0.28
59240249,415,1335.7,0.31
59240250,1002,2353.8,0.43
59240251,592,2404.5,0.25
59240252,422,1989.6,0.21
59240253,657,2007.3,0.33
59240254,643,1230.4,0.52
59240255,741,878.5,0.84
59240256,627,2350.1,0.27
59240257,609,4054.6,0.15
59240258,493,2213.7,0.22
59240259,484,2662.3,0.18
59240260,410,1353.1,0.3
59240261,447,1662.3,0.27
59240262,881,1456.9,0.6
59240263,506,498.2,1.02
59240264,584,55,10.62
59240265,626,69.9,8.95
59240266,534,47.1,11.33
59240267,145,29.3,4.94
59240269,0,0,0.67
59240270,0,0,0.17
59240271,0,0,0.32
59240272,0,0,0.06
59240274,426,4,105.27
59240275,0,0,0.17
59240276,60,22.8,2.63
59240277,633,20.9,30.29
59240278,362,796,0.45
59240280,422,848.4,0.5
59240281,514,1023.3,0.5
59240283,0,0,0.01
59240284,0,0,0.02
59240291,676,42.9,15.76
59240292,375,143.5,2.61
59240293,416,206.2,2.02
59240406,689,1507,0.46
59240407,430,1503,0.29
59240408,554,1412.9,0.39
59240409,298,1042,0.29
59240410,711,228.1,3.12
59240411,783,921.5,0.85
59240412,555,2428.9,0.23
59240413,538,2346.3,0.23
59240419,447,0,8970.68
59240420,0,0,0.72
59240423,407,9.4,43.35
59240426,1604,943.2,1.7
59240427,157,1159.5,0.14
59240429,33,0,5094.83
59240430,0,0,0.04
59240431,0,0,0.01
59240436,0,0,1.25
59240437,0,0,0.94
59240438,803,405.4,1.98
59240439,527,1200.2,0.44
59240440,359,291.3,1.23
59240441,0,0,2.4
59240442,226,0.1,1559.01
5926,72445,42.7,1697.03
59260288,799,1.6,484.3
59260289,1067,17,62.81
59260290,950,63.9,14.86
59260294,690,271.5,2.54
59260295,1111,53.5,20.78
59260296,852,43.5,19.6
59260297,485,48.3,10.04
59260298,449,28.7,15.66
59260299,655,45.1,14.54
59260300,522,57.7,9.04
59260301,750,346.1,2.17
59260303,570,4679.8,0.12
59260304,499,1338.5,0.37
59260305,427,2408.3,0.18
59260306,433,429.3,1.01
59260307,1079,4219.8,0.26
59260308,608,3755.4,0.16
59260309,450,345.4,1.3
59260310,1023,530.1,1.93
59260311,5,6,0.83
59260312,473,1096.2,0.43
59260313,475,1771.7,0.27
59260314,458,1480.8,0.31
59260315,406,2450.2,0.17
59260316,371,2810.6,0.13
59260317,470,2740.5,0.17
59260318,477,1088.3,0.44
59260320,172,72.5,2.37
59260322,516,1850.8,0.28
59260323,504,2338.7,0.22
59260324,608,1705,0.36
59260325,576,2749.4,0.21
59260326,660,1589.6,0.42
59260327,593,1225,0.48
59260328,846,1789.7,0.47
59260329,526,2049.1,0.26
59260330,494,2012.2,0.25
59260331,411,1605.5,0.26
59260332,487,2129.4,0.23
59260337,387,2281.8,0.17
59260339,522,1081.2,0.48
59260341,521,449,1.16
59260342,741,2,366.97
59260343,575,43.2,13.3
59260344,534,338.4,1.58
59260345,698,54.9,12.72
59260346,681,218.4,3.12
59260347,808,23.1,34.92
59260348,583,35.2,16.58
59260349,603,49.8,12.12
59260350,622,34.9,17.83
59260354,500,116.4,4.3
59260360,365,1202.6,0.3
59260361,955,2793.2,0.34
59260362,563,2051.7,0.27
59260363,1803,1800.1,1
59260364,1099,1690,0.65
59260365,685,3021.6,0.23
59260366,473,1919.6,0.25
59260367,515,1223.3,0.42
59260368,475,2230,0.21
59260369,686,1697.2,0.4
59260370,575,821,0.7
59260372,528,1902.7,0.28
59260373,469,2190.6,0.21
59260374,436,1152.8,0.38
59260375,458,917.8,0.5
59260376,550,740.8,0.74
59260378,625,176.9,3.53
59260379,545,150.6,3.62
59260382,829,1598.2,0.52
59260384,798,2332,0.34
59260386,584,3290.1,0.18
59260387,597,2520.1,0.24
59260388,592,955.8,0.62
59260389,492,1772.3,0.28
59260390,558,2313.4,0.24
59260391,515,2376.6,0.22
59260392,509,1553.7,0.33
59260393,637,1857.7,0.34
59260394,826,2861.1,0.29
59260395,553,258.4,2.14
59260399,785,29.7,26.41
59260400,864,41.1,21
59260401,1314,848.3,1.55
59260402,570,1830.4,0.31
59260403,559,2740.2,0.2
59260404,1140,190.7,5.98
59260406,1204,970.5,1.24
59260408,399,298.7,1.34
59260409,454,1411.3,0.32
59260415,352,174.4,2.02
59260419,396,521.6,0.76
59260420,442,469.5,0.94
59260421,606,482.5,1.26
59260422,500,150.4,3.32
59260423,441,96.8,4.56
59260424,419,296.1,1.42
59260426,361,2421.2,0.15
59260427,1127,1916.3,0.59
59260428,487,123.3,3.95
59260432,585,418.5,1.4
59260434,975,101.1,9.65
59260435,671,197.4,3.4
59260436,2226,603.2,3.69
59260439,546,491.6,1.11
59260440,769,104.3,7.37
59260442,533,182.2,2.93
59260443,733,1684.3,0.44
59260445,1138,1025.8,1.11
59260448,222,402.9,0.55
59260449,69,2225.8,0.03
59260451,456,218.6,2.09
59260453,961,2.3,410.63
59260454,124,1219.3,0.1
5927,21496,4.2,5067.89
59270048,645,0.2,3847.77
59270049,0,0,8.72
59270051,605,19.9,30.4
59270052,445,186.9,2.38
59270053,504,929.7,0.54
59270054,583,152.4,3.83
59270055,428,2485.5,0.17
59270056,471,835.1,0.56
59270057,478,83.8,5.7
59270058,572,177.9,3.22
59270059,697,824.9,0.85
59270060,495,242.7,2.04
59270061,804,1354.4,0.59
59270062,553,719.1,0.77
59270063,525,1721.3,0.31
59270064,531,1682.5,0.32
59270065,677,1228.9,0.55
59270066,567,2138,0.27
59270067,468,1566.3,0.3
59270068,447,910.2,0.49
59270069,448,1760.3,0.25
59270070,442,1681.9,0.26
59270071,501,1194.8,0.42
59270072,549,1241.5,0.44
59270073,465,1762,0.26
59270074,662,441.1,1.5
59270075,434,1161,0.37
59270076,698,90.5,7.71
59270077,606,117.3,5.16
59270078,466,316,1.47
59270079,495,28.5,17.35
59270080,611,254.5,2.4
59270081,21,86.6,0.24
59270082,625,1,620.82
59270083,360,3.1,115.73
59270084,757,367.5,2.06
59270085,440,981.3,0.45
59270086,456,6.7,68.3
59270087,670,2.9,231.44
59270088,498,6.8,73.32
59270089,662,84,7.88
59270090,135,521.4,0.26
5929,32170,8.5,3767.43
59290096,0,0,0.59
59290097,718,0.4,1758.73
59290098,0,0,0.09
59290099,0,0,0.01
59290100,0,0,0.03
59290101,0,0,3.42
59290102,0,0,0.05
59290103,0,0,0.02
59290104,0,0,0
59290105,0,0,0.02
59290106,0,0,0.08
59290107,0,0,0.14
59290108,0,0,0
59290109,0,0,0.01
59290110,0,0,0.06
59290111,605,4.9,122.8
59290112,469,257.9,1.82
59290113,0,0,0
59290114,0,0,0.09
59290115,0,0,0.01
59290116,678,179.4,3.78
59290118,0,0,0
59290120,0,0,1.35
59290121,741,0.6,1245.3
59290122,0,0,0.19
59290123,0,0,0.76
59290124,0,0,0.02
59290125,0,0,0.51
59290126,0,0,0.04
59290127,0,0,0.15
59290128,0,0,0.05
59290129,624,187.5,3.33
59290130,0,0,0.2
59290131,576,128.3,4.49
59290132,0,0,0.01
59290133,597,233.4,2.56
59290134,60,4347.8,0.01
59290135,613,1430.9,0.43
59290137,489,854,0.57
59290138,0,0,0.06
59290139,760,154.1,4.93
59290140,0,0,0.03
59290141,668,473.1,1.41
59290143,527,1119.6,0.47
59290144,771,1262.3,0.61
59290145,472,869.6,0.54
59290146,656,89.7,7.31
59290147,610,66.6,9.16
59290148,449,980.8,0.46
59290149,606,223.2,2.72
59290150,563,47.6,11.82
59290151,663,317.2,2.09
59290152,132,632.5,0.21
59290153,1647,159.8,10.31
59290154,627,1555.8,0.4
59290155,0,0,0.33
59290156,428,480.9,0.89
59290157,602,4.6,130.67
59290158,704,389.9,1.81
59290159,466,756.5,0.62
59290160,485,141.5,3.43
59290161,603,126.8,4.76
59290162,489,456.5,1.07
59290163,982,692.1,1.42
59290164,494,490.9,1.01
59290165,450,588.4,0.76
59290166,563,720.1,0.78
59290168,832,1853.4,0.45
59290170,572,2409.4,0.24
59290171,411,1973.1,0.21
59290172,533,1475.6,0.36
59290173,344,1747.1,0.2
59290174,0,0,0.13
59290176,515,447.9,1.15
59290178,0,0,0.01
59290179,0,0,0
59290180,747,578.8,1.29
59290181,460,1811,0.25
59290183,512,33.9,15.09
59290184,1094,535.6,2.04
59290186,835,898.9,0.93
59290188,859,652.9,1.32
59290189,393,267.2,1.47
59290192,291,3.4,86.76
59290193,831,2.9,289.92
59290194,770,265.7,2.9
59290199,569,52.2,10.89
59290200,15,652.2,0.02
5931,50496,3.1,16296.34
59310119,305,0.1,3712.38
59310121,242,6.2,39.02
59310122,5,13.5,0.37
59310123,0,0,0.23
59310124,16,18.2,0.88
59310125,10,33.7,0.3
59310126,63,24.8,2.54
59310127,5,0.9,5.6
59310128,5,5.1,0.97
59310129,48,5.1,9.42
59310130,10,3.5,2.84
59310132,93,67.5,1.38
59310133,0,0,0.22
59310134,406,19.1,21.31
59310135,57,18.2,3.13
59310136,24,13.2,1.81
59310137,0,0,0.02
59310138,66,41.9,1.58
59310139,285,75.4,3.78
59310140,493,866.1,0.57
59310141,382,223.2,1.71
59310142,557,900.4,0.62
59310143,464,135.4,3.43
59310144,0,0,6.65
59310146,66,21.1,3.13
59310147,19,73.1,0.26
59310148,0,0,3.73
59310150,140,78,1.8
59310151,5,61.7,0.08
59310152,10,111.7,0.09
59310153,958,51.9,18.45
59310154,47,54.1,0.87
59310156,48,12.4,3.88
59310158,5,7.4,0.68
59310162,45,157,0.29
59310163,140,327.6,0.43
59310164,312,3466.7,0.09
59310165,1507,1898,0.79
59310168,1360,230.7,5.9
59310169,595,1835.3,0.32
59310170,280,224.5,1.25
59310171,976,493.8,1.98
59310172,775,1456.5,0.53
59310173,693,660.5,1.05
59310174,627,498.1,1.26
59310175,762,843.3,0.9
59310176,1764,482.1,3.66
59310177,536,591.9,0.91
59310178,628,2351.2,0.27
59310179,408,906.1,0.45
59310180,502,691.1,0.73
59310182,584,2184,0.27
59310183,996,10.4,96.11
59310184,888,645.3,1.38
59310186,95,5,18.81
59310187,1131,29.7,38.08
59310190,459,419.1,1.1
59310191,474,725.9,0.65
59310192,444,2613.3,0.17
59310193,1317,1239.6,1.06
59310194,15,524.5,0.03
59310195,59,245,0.24
59310196,751,4624.4,0.16
59310197,776,2317.8,0.33
59310198,1265,104,12.16
59310199,17,696.7,0.02
59310200,1371,608.2,2.25
59310201,2080,1965,1.06
59310202,1385,4827.5,0.29
59310203,1528,587.6,2.6
59310204,98,381.6,0.26
59310205,495,50.2,9.85
59310206,533,2310.4,0.23
59310207,464,4324.3,0.11
59310208,418,4188.4,0.1
59310209,518,1338.2,0.39
59310210,461,1870.9,0.25
59310211,1607,72.4,22.19
59310212,982,491.9,2
59310213,1993,1140.3,1.75
59310214,489,2273.4,0.22
59310215,1074,1336.7,0.8
59310216,661,1280.3,0.52
59310217,560,2918.2,0.19
59310218,139,31,4.49
59310221,1057,0.3,3040.2
59310223,1608,13.1,123.05
59310225,664,0.2,3545.85
59310231,1151,22.5,51.24
59310232,807,0.7,1107.1
59310235,354,60,5.9
59310236,224,0.3,855.53
59310240,38,12.4,3.05
59310241,305,64.4,4.74
59310242,0,0,0.23
59310247,63,74,0.85
59310248,25,99.4,0.25
59310250,149,38.4,3.88
59310251,373,0.1,3453.5
59310253,583,94,6.2
59310254,0,0,0
59310255,224,1307.6,0.17
5933,143680,3.2,44347.23
59330042,580,2710.3,0.21
59330043,1200,2108.2,0.57
59330045,783,1889.9,0.41
59330047,1234,2658.9,0.46
59330048,677,3637.8,0.19
59330049,1146,1491.8,0.77
59330050,390,3302.3,0.12
59330051,332,4592,0.07
59330054,602,1835.4,0.33
59330055,479,2103.6,0.23
59330056,648,7297.3,0.09
59330057,485,2107.8,0.23
59330058,380,2739.7,0.14
59330061,475,2740.9,0.17
59330062,407,1790.6,0.23
59330063,534,3723.8,0.14
59330064,488,3187.5,0.15
59330065,660,2669.9,0.25
59330066,509,3577,0.14
59330067,540,3180.2,0.17
59330068,577,3408.2,0.17
59330069,541,2856.4,0.19
59330070,379,3176.9,0.12
59330071,459,4033.4,0.11
59330072,437,2524.6,0.17
59330073,820,3026.9,0.27
59330074,687,1796.5,0.38
59330075,452,2841,0.16
59330076,453,2883.5,0.16
59330077,481,4508,0.11
59330078,737,4252.7,0.17
59330079,630,3465.3,0.18
59330080,504,5490.2,0.09
59330081,298,2165.7,0.14
59330082,810,2828.2,0.29
59330083,986,3274.7,0.3
59330084,524,3160.4,0.17
59330085,724,3344.1,0.22
59330086,589,2667.6,0.22
59330087,442,1509,0.29
59330088,557,2814.6,0.2
59330089,663,2149.8,0.31
59330090,562,2478,0.23
59330091,785,2571.2,0.31
59330092,609,4202.9,0.14
59330093,771,2074.8,0.37
59330094,598,2119.1,0.28
59330095,1306,1570.7,0.83
59330096,300,1493.3,0.2
59330097,732,22.6,32.39
59330098,601,2261.1,0.27
59330099,706,3274.6,0.22
59330100,404,4011.9,0.1
59330101,383,2007.3,0.19
59330102,461,2985.8,0.15
59330103,523,3162,0.17
59330104,536,1869.6,0.29
59330105,588,3141,0.19
59330106,609,2342.3,0.26
59330107,363,1683.7,0.22
59330108,1075,739.2,1.45
59330110,348,1613.4,0.22
59330114,1284,933.3,1.38
59330115,513,4314.6,0.12
59330116,587,3288.5,0.18
59330117,515,2550.8,0.2
59330118,613,5899.9,0.1
59330121,574,4439.3,0.13
59330122,872,2992.5,0.29
59330123,499,2664.2,0.19
59330124,473,2808.8,0.17
59330128,490,1090.6,0.45
59330129,721,4426,0.16
59330131,480,4669.3,0.1
59330133,436,2164.8,0.2
59330134,809,1645.6,0.49
59330135,310,2670.1,0.12
59330136,428,1930.5,0.22
59330137,562,2654.7,0.21
59330138,418,3112.4,0.13
59330140,465,916.4,0.51
59330141,400,2045,0.2
59330142,653,924.3,0.71
59330143,398,700.5,0.57
59330144,618,1412.9,0.44
59330145,333,1292.2,0.26
59330147,562,2372.3,0.24
59330148,483,2531.4,0.19
59330151,1143,998.9,1.14
59330154,576,1269.8,0.45
59330155,659,76.3,8.63
59330156,1522,70.6,21.56
59330157,630,549.2,1.15
59330158,448,686.6,0.65
59330159,330,1859.2,0.18
59330166,962,107.4,8.96
